,CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
3005,V95913,163,0.005,0.036000000000000004,4.55,0.68,0.07,0.05,329,49,1379.0,8,5,0.005
3006,V95912,171,0.005,0.032,4.6,0.635,0.069,0.049,319,41,1331.0,8,4,0.005
3007,V95910,160,0.005,0.044000000000000004,4.53,0.42100000000000004,0.039,0.042,325,52,1423.0,8,5,0.013000000000000001
3008,V95909,162,0.005,0.034,4.59,0.6579999999999999,0.065,0.044000000000000004,315,46,1402.0,8,5,0.011000000000000001
3009,V95908,156,0.005,0.033,4.58,0.648,0.059000000000000004,0.045,310,46,1388.3496882179193,8,4,0.006
3010,V95907,175,0.005,0.038,4.61,0.465,0.049,0.046,340,47,1388.3496882179193,8,4,0.009000000000000001
3011,V95905,173,0.005,0.027999999999999997,4.56,0.868,0.08900000000000001,0.05,344,49,1388.3496882179193,9,4,0.006999999999999999
3012,V95903,176,0.005,0.032,4.65,0.59,0.062,0.048,310,43,1388.3496882179193,8,4,0.011000000000000001
3013,V95901,172,0.005,0.034,4.58,0.39,0.045,0.047,316,44,1388.3496882179193,8,4,0.01
3014,V95899,177,0.005,0.03,4.56,0.33899999999999997,0.053,0.048,299,43,1412.0,8,4,0.008
3015,V95896,176,0.005,0.034,4.56,0.748,0.07400000000000001,0.046,320,46,1363.0,8,4,0.005
3016,V95895,172,0.005,0.03,4.61,0.74,0.07200000000000001,0.046,296,44,1335.0,8,4,0.005
3017,V95894,178,0.005,0.034,4.56,0.7070000000000001,0.067,0.048,318,45,1377.0,8,4,0.008
3018,V95892,162,0.005,0.026000000000000002,4.55,0.778,0.075,0.048,323,46,1388.3496882179193,8,5,0.004
3019,V95889,174,0.005,0.034,4.56,0.461,0.057,0.048,321,44,1401.0,8,4,0.008
3020,V95885,177,0.005,0.033,4.67,0.68,0.067,0.05,318,44,1356.0,8,5,0.011000000000000001
3021,V95886,164,0.005,0.028999999999999998,4.57,0.45,0.057,0.05,321,46,1410.0,8,4,0.011000000000000001
3022,V95884,165,0.005,0.031,4.56,0.639,0.069,0.047,298,43,1358.0,7,4,0.005
3023,V95883,173,0.005,0.028999999999999998,4.54,0.731,0.076,0.048,287,48,1388.3496882179193,7,4,0.005
3024,V95882,179,0.005,0.038,4.57,0.44,0.048,0.046,331,47,1388.3496882179193,9,5,0.01
3025,V95881,163,0.005,0.033,4.54,0.701,0.066,0.049,316,44,1394.0,8,4,0.01
3026,V95880,167,0.005,0.024,4.54,1.05,0.096,0.05,265,37,1357.0,7,3,0.004
3027,V95879,168,0.005,0.036000000000000004,4.53,0.391,0.054000000000000006,0.045,320,45,1411.0,8,5,0.006
3028,V95878,165,0.005,0.03,4.55,0.535,0.067,0.047,347,42,1412.0,9,4,0.005
3029,V95877,165,0.005,0.023,4.57,1.0,0.10300000000000001,0.049,265,37,1424.0,7,3,0.005
3030,V95875,168,0.005,0.028999999999999998,4.56,0.6679999999999999,0.067,0.048,299,42,1335.0,7,4,0.006
3031,V95874,168,0.005,0.024,4.55,1.137,0.095,0.049,265,37,1348.0,7,3,0.003
3032,V95872,166,0.005,0.043,4.58,0.687,0.052000000000000005,0.038,358,51,1392.0,9,5,0.013999999999999999
3033,V95871,163,0.01,0.03,4.56,0.72,0.07400000000000001,0.05,292,41,1531.0,7,5,0.006
3034,V95870,161,0.005,0.023,4.54,0.9990000000000001,0.08900000000000001,0.052000000000000005,250,34,1392.0,6,3,0.009000000000000001
3035,V95869,165,0.01,0.02,4.55,1.014,0.094,0.05,227,31,1406.0,6,3,0.008
3036,V95868,162,0.005,0.024,4.58,1.094,0.095,0.05,280,38,1410.0,7,3,0.005
3037,V95867,169,0.005,0.031,4.56,0.6859999999999999,0.078,0.05,298,43,1388.3496882179193,7,4,0.006
3038,V95866,158,0.005,0.033,4.59,0.527,0.066,0.049,312,44,1445.0,8,4,0.008
3039,V95865,163,0.005,0.037000000000000005,4.55,0.659,0.068,0.045,321,45,1354.0,8,5,0.009000000000000001
3040,V95864,164,0.005,0.040999999999999995,4.56,0.57,0.062,0.043,349,49,1332.0,9,4,0.009000000000000001
3041,V95862,165,0.005,0.028999999999999998,4.56,0.6509999999999999,0.07,0.047,324,45,1378.0,8,4,0.005
3042,V95859,168,0.005,0.028999999999999998,4.54,0.772,0.07400000000000001,0.048,296,41,1388.3496882179193,7,4,0.006999999999999999
3043,V95858,165,0.005,0.027999999999999997,4.51,0.603,0.071,0.05,289,42,1384.0,7,3,0.005
3044,V95857,168,0.005,0.024,4.54,0.752,0.08199999999999999,0.049,269,41,1462.0,7,4,0.006
3045,V95855,172,0.005,0.03,4.6,0.66,0.07200000000000001,0.052000000000000005,299,42,1436.0,8,4,0.006999999999999999
3046,V95854,178,0.005,0.027000000000000003,4.55,0.618,0.073,0.049,284,47,1370.0,7,4,0.004
3047,V95853,175,0.005,0.028999999999999998,4.52,0.6459999999999999,0.071,0.048,296,41,1350.0,8,4,0.005
3048,V95852,170,0.005,0.034,4.55,0.6809999999999999,0.07,0.044000000000000004,316,50,1344.0,8,5,0.004
3049,V95851,174,0.005,0.038,4.53,0.74,0.069,0.044000000000000004,346,52,1356.0,9,5,0.005
3050,V95850,162,0.005,0.032,4.59,0.6559999999999999,0.07,0.045,313,43,1381.0,8,4,0.006
3051,V95849,165,0.005,0.032,4.56,0.638,0.07,0.046,307,50,1401.0,8,5,0.004
3052,V95848,160,0.005,0.035,4.55,0.677,0.068,0.044000000000000004,317,47,1380.0,8,4,0.005
3053,V95846,166,0.005,0.038,4.53,0.5579999999999999,0.065,0.046,345,57,1436.0,8,5,0.004
3054,V95845,163,0.005,0.028999999999999998,4.58,0.544,0.062,0.046,302,44,1420.0,8,4,0.006999999999999999
3055,V95844,174,0.005,0.034,4.55,0.552,0.063,0.048,320,56,1430.0,9,5,0.006999999999999999
3056,V95842,169,0.005,0.034,4.56,0.555,0.066,0.048,319,44,1420.0,8,4,0.006999999999999999
3057,V95841,171,0.005,0.034,4.56,0.488,0.06,0.046,321,45,1388.3496882179193,8,4,0.005
3058,V95840,156,0.005,0.036000000000000004,4.56,0.54,0.063,0.047,335,56,1384.0,8,6,0.006
3059,V95838,155,0.005,0.031,4.56,0.843,0.081,0.048,302,42,1399.0,8,4,0.003
3060,V95837,165,0.005,0.027999999999999997,4.57,0.8420000000000001,0.085,0.047,294,43,1432.0,7,4,0.004
3061,V95836,164,0.005,0.025,4.55,0.799,0.078,0.044000000000000004,278,43,1332.0,7,4,0.004
3062,V95835,176,0.005,0.027999999999999997,4.55,0.726,0.079,0.045,289,40,1362.0,8,3,0.004
3063,V95834,177,0.005,0.028999999999999998,4.56,0.733,0.078,0.046,302,42,1404.0,7,4,0.005
3064,V95833,167,0.005,0.028999999999999998,4.58,0.542,0.068,0.048,373,56,1388.3496882179193,10,6,0.006
3065,V95832,173,0.005,0.031,4.56,0.585,0.059000000000000004,0.048,368,52,1413.0,10,5,0.003
3066,V95831,169,0.005,0.035,4.51,0.433,0.051,0.048,322,45,1412.0,8,4,0.006999999999999999
3067,V95830,175,0.005,0.031,4.58,0.731,0.07,0.048,326,46,1388.3496882179193,8,4,0.009000000000000001
3068,V95829,155,0.005,0.031,4.54,0.738,0.07400000000000001,0.046,300,42,1367.0,8,4,0.003
3069,V95828,174,0.005,0.03,4.55,0.88,0.083,0.046,289,41,1381.0,7,4,0.006999999999999999
3070,V95827,163,0.005,0.027999999999999997,4.58,0.888,0.083,0.045,375,53,1388.0,9,5,0.006
3071,V95825,160,0.005,0.022000000000000002,4.52,0.99,0.08800000000000001,0.044000000000000004,349,49,1388.3496882179193,9,5,0.004
3072,V95824,161,0.005,0.025,4.68,0.85,0.083,0.044000000000000004,294,45,1369.0,7,4,0.004
3073,V95822,164,0.005,0.04,4.58,0.536,0.062,0.042,349,48,1399.0,9,4,0.006999999999999999
3074,V95821,162,0.005,0.043,4.67,0.55,0.057999999999999996,0.040999999999999995,360,52,1423.0,9,5,0.009000000000000001
3075,V95820,156,0.005,0.018000000000000002,4.52,1.06,0.09,0.043,234,33,1371.0,6,3,0.002
3076,V95819,176,0.005,0.035,4.56,0.625,0.065,0.042,326,46,1388.3496882179193,8,4,0.009000000000000001
3077,V95818,176,0.005,0.047,4.55,0.486,0.049,0.040999999999999995,370,53,1387.0,9,5,0.01
3078,V95817,166,0.005,0.037000000000000005,4.62,0.48,0.061,0.040999999999999995,328,47,1388.3496882179193,9,4,0.01
3079,V95816,164,0.005,0.028999999999999998,4.58,0.88,0.081,0.043,297,41,1361.0,8,4,0.006
3080,V95815,158,0.005,0.034,4.62,0.58,0.064,0.042,316,46,1394.0,8,4,0.005
3081,V95813,158,0.005,0.028999999999999998,4.58,0.9,0.081,0.040999999999999995,297,43,1411.0,7,4,0.006999999999999999
3082,V95812,157,0.005,0.03,4.57,0.91,0.084,0.040999999999999995,409,59,1399.0,10,6,0.005
3083,V95811,162,0.005,0.027000000000000003,4.61,1.05,0.09300000000000001,0.039,281,48,1388.3496882179193,8,4,0.005
3084,V95810,176,0.005,0.027000000000000003,4.58,0.7979999999999999,0.077,0.04,287,41,1342.0,7,4,0.005
3085,V95806,173,0.005,0.044000000000000004,4.57,0.37,0.040999999999999995,0.035,359,58,1317.0,10,5,0.009000000000000001
3086,V95805,166,0.005,0.027000000000000003,4.54,0.812,0.075,0.039,284,39,1414.0,7,4,0.008
3087,V95804,175,0.005,0.027999999999999997,4.59,0.85,0.08,0.037000000000000005,288,40,1447.0,7,4,0.006
3088,V95801,157,0.005,0.047,4.63,0.524,0.049,0.034,382,53,1399.0,10,5,0.01
3089,V95800,160,0.005,0.039,4.65,0.6940000000000001,0.059000000000000004,0.035,337,48,1397.0,9,4,0.008
3090,V95799,165,0.005,0.024,4.61,0.7809999999999999,0.077,0.040999999999999995,271,38,1388.0,7,3,0.006
3091,V95797,161,0.005,0.024,4.55,0.9690000000000001,0.085,0.043,310,37,1395.0,8,3,0.004
3092,V95796,169,0.005,0.034,4.65,0.7809999999999999,0.075,0.037000000000000005,318,45,1431.0,8,4,0.005
3093,V95795,161,0.005,0.034,4.62,0.8170000000000001,0.075,0.038,316,45,1388.3496882179193,8,5,0.006
3094,V95794,170,0.005,0.024,4.64,0.5720000000000001,0.07,0.045,264,37,1298.0,6,3,0.005
3095,V95793,167,0.005,0.03,4.65,0.6709999999999999,0.07200000000000001,0.042,299,43,1312.0,8,4,0.004
3096,V95792,166,0.005,0.035,4.64,0.602,0.064,0.036000000000000004,327,46,1422.0,8,4,0.008
3097,V95791,160,0.005,0.032,4.61,0.586,0.063,0.040999999999999995,310,44,1442.0,8,4,0.008
3098,V95790,167,0.005,0.032,4.62,0.523,0.06,0.04,307,44,1428.0,8,4,0.006999999999999999
3099,V95789,157,0.005,0.039,4.64,0.585,0.055,0.039,344,48,1409.0,9,5,0.006999999999999999
3100,V95788,170,0.005,0.034,4.59,0.457,0.057999999999999996,0.039,312,44,1456.0,8,4,0.006
3101,V95786,158,0.005,0.024,4.62,0.9,0.08900000000000001,0.042,268,37,1373.0,7,4,0.006999999999999999
3102,V95785,165,0.005,0.045,4.58,0.345,0.045,0.038,371,52,1384.0,9,5,0.013000000000000001
3103,V95784,174,0.005,0.043,4.62,0.43200000000000005,0.04,0.038,360,51,1375.0,9,4,0.017
3104,V95781,162,0.005,0.047,4.52,0.39,0.04,0.039,394,55,1418.0,10,5,0.011000000000000001
3105,V95780,170,0.005,0.037000000000000005,4.54,0.62,0.06,0.04,335,53,1392.0,8,6,0.006999999999999999
3106,V95779,178,0.005,0.035,4.6,0.68,0.069,0.042,336,60,1390.0,8,5,0.005
3107,V95778,174,0.005,0.039,4.54,0.39299999999999996,0.049,0.04,342,49,1374.0,8,5,0.01
3108,V95777,173,0.005,0.042,4.58,0.5,0.053,0.040999999999999995,377,56,1382.0,9,6,0.009000000000000001
3109,V95776,173,0.005,0.036000000000000004,4.57,0.698,0.07200000000000001,0.042,371,53,1373.0,9,5,0.004
3110,V95775,170,0.005,0.035,4.6,0.536,0.063,0.044000000000000004,322,52,1351.0,8,5,0.005
3111,V95774,176,0.005,0.037000000000000005,4.58,0.46,0.051,0.042,327,47,1398.0,8,5,0.011000000000000001
3112,V95773,163,0.005,0.035,4.6,0.4,0.047,0.04,325,47,1408.0,8,4,0.012
3113,V95772,168,0.005,0.033,4.58,0.43,0.052000000000000005,0.044000000000000004,345,52,1420.0,8,5,0.006999999999999999
3114,V95771,175,0.005,0.035,4.55,0.43,0.053,0.044000000000000004,326,49,1420.0,8,5,0.008
3115,V95770,176,0.005,0.036000000000000004,4.59,0.48700000000000004,0.055999999999999994,0.043,326,47,1388.3496882179193,8,5,0.006
3116,V95769,165,0.005,0.04,4.55,0.451,0.057,0.043,349,57,1407.0,8,6,0.006999999999999999
3117,V95768,162,0.005,0.043,4.55,0.48100000000000004,0.055999999999999994,0.040999999999999995,496,64,1382.0,8,6,0.009000000000000001
3118,V95767,166,0.005,0.036000000000000004,4.55,0.515,0.06,0.045,328,47,1356.0,8,5,0.009000000000000001
3119,V95764,175,0.005,0.043,4.55,0.513,0.057,0.039,360,53,1324.0,9,5,0.009000000000000001
3120,V95762,173,0.005,0.034,4.6,0.552,0.064,0.046,314,51,1399.0,8,5,0.006
3121,V95761,171,0.005,0.037000000000000005,4.62,0.647,0.066,0.045,331,47,1427.0,8,4,0.006
3122,V95760,177,0.005,0.034,4.58,0.5710000000000001,0.065,0.045,322,44,1426.0,8,5,0.009000000000000001
3123,V95758,166,0.005,0.035,4.59,0.612,0.066,0.045,323,47,1424.0,8,4,0.006
3124,V95757,165,0.005,0.036000000000000004,4.58,0.55,0.063,0.044000000000000004,331,46,1454.0,8,4,0.008
3125,V95756,167,0.005,0.039,4.61,0.59,0.063,0.042,383,48,1377.0,10,4,0.006
3126,V95754,173,0.005,0.036000000000000004,4.55,0.65,0.064,0.04,333,46,1387.0,8,4,0.006999999999999999
3127,V95753,162,0.005,0.036000000000000004,4.59,0.605,0.055,0.042,326,47,1451.0,8,4,0.006
3128,V95752,163,0.005,0.031,4.59,0.9229999999999999,0.08,0.044000000000000004,302,42,1396.0,8,4,0.006
3129,V95751,163,0.005,0.028999999999999998,4.61,1.006,0.087,0.045,303,42,1399.0,7,4,0.004
3130,V95750,155,0.005,0.032,4.58,0.508,0.061,0.045,307,44,1376.0,7,4,0.006
3131,V95748,168,0.005,0.035,4.62,0.87,0.083,0.045,328,45,1411.0,8,4,0.008
3132,V95747,170,0.005,0.027000000000000003,4.59,0.9129999999999999,0.08199999999999999,0.047,281,42,1370.0,7,4,0.006999999999999999
3133,V95746,164,0.005,0.025,4.63,0.7709999999999999,0.08199999999999999,0.046,278,39,1357.0,7,4,0.005
3134,V95745,168,0.005,0.025,4.58,0.818,0.087,0.048,274,38,1409.0,7,3,0.005
3135,V95744,168,0.005,0.024,4.63,0.7859999999999999,0.087,0.046,269,39,1420.0,6,3,0.005
3136,V95743,170,0.005,0.035,4.56,0.583,0.057999999999999996,0.043,328,45,1311.0,8,4,0.01
3137,V95741,162,0.005,0.024,4.71,1.06,0.10099999999999999,0.047,301,44,1439.0,7,4,0.005
3138,V95740,160,0.005,0.027999999999999997,4.55,0.588,0.073,0.048,287,46,1400.0,8,4,0.005
3139,V95739,162,0.005,0.027999999999999997,4.6,0.62,0.07,0.048,289,47,1395.0,7,4,0.006
3140,V95738,175,0.005,0.032,4.58,0.555,0.064,0.046,311,45,1383.0,8,4,0.008
3141,V95737,174,0.005,0.028999999999999998,4.6,0.727,0.073,0.046,293,41,1384.0,7,4,0.006999999999999999
3142,V95736,172,0.005,0.03,4.65,0.94,0.085,0.045,296,82,1368.0,7,4,0.008
3143,V95735,155,0.005,0.034,4.58,0.59,0.067,0.046,321,44,1363.0,8,4,0.006
3144,V95734,163,0.005,0.040999999999999995,4.53,0.5,0.053,0.043,350,49,1388.3496882179193,9,5,0.006999999999999999
3145,V95733,164,0.005,0.043,4.55,0.49,0.048,0.042,441,83,1457.0,11,6,0.006
3146,V95732,163,0.005,0.045,4.58,0.42,0.045,0.040999999999999995,375,53,1338.0,9,5,0.01
3147,V95731,173,0.005,0.036000000000000004,4.61,0.67,0.069,0.045,326,45,1381.0,8,4,0.008
3148,V95730,161,0.005,0.031,4.63,0.75,0.077,0.045,302,46,1402.0,7,4,0.005
3149,V95729,165,0.005,0.05,4.53,0.45,0.049,0.043,399,56,1388.3496882179193,10,5,0.01
3150,V95727,161,0.005,0.032,4.6,0.7290000000000001,0.075,0.045,323,45,1325.0,8,5,0.003
3151,V95726,170,0.005,0.043,4.5,0.564,0.061,0.043,365,56,1287.0,9,5,0.005
3152,V95725,167,0.005,0.04,4.59,0.54,0.06,0.044000000000000004,352,55,1295.0,9,5,0.004
3153,V95724,165,0.005,0.047,4.5,0.604,0.055999999999999994,0.039,381,53,1449.0,9,5,0.012
3154,V95723,162,0.005,0.03,4.6,0.95,0.085,0.046,309,43,1367.0,8,4,0.006
3155,V95722,167,0.005,0.049,4.5,0.519,0.053,0.038,394,56,1355.0,10,5,0.013999999999999999
3156,V95721,167,0.005,0.048,4.54,0.359,0.040999999999999995,0.04,380,54,1377.0,9,5,0.013000000000000001
3157,V95720,160,0.005,0.07,4.48,0.406,0.042,0.039,521,78,1405.0,13,7,0.006
3158,V95719,170,0.005,0.035,4.54,0.91,0.083,0.046,322,49,1416.0,8,4,0.008
3159,V95718,163,0.005,0.035,4.55,0.9,0.084,0.043,323,45,1420.0,8,4,0.006999999999999999
3160,V95717,164,0.005,0.038,4.58,0.575,0.066,0.038,354,50,1380.0,9,4,0.006
3161,V95716,166,0.005,0.046,4.57,0.424,0.052000000000000005,0.040999999999999995,378,53,1373.0,10,5,0.016
3162,V95715,167,0.005,0.04,4.6,0.5,0.057999999999999996,0.044000000000000004,346,48,1389.0,8,5,0.008
3163,V95714,168,0.005,0.046,4.54,0.555,0.062,0.044000000000000004,379,56,1397.0,10,5,0.006
3164,V95713,164,0.005,0.040999999999999995,4.52,0.58,0.062,0.045,348,49,1383.0,9,4,0.008
3165,V95712,168,0.005,0.045,4.53,0.615,0.066,0.044000000000000004,369,54,1377.0,9,6,0.004
3166,V95709,161,0.005,0.055,4.53,0.496,0.053,0.04,408,59,1404.0,10,6,0.006999999999999999
3167,V95708,165,0.005,0.054000000000000006,4.51,0.529,0.057999999999999996,0.04,415,63,1394.0,11,6,0.006999999999999999
3168,V95707,165,0.005,0.046,4.55,0.586,0.061,0.044000000000000004,378,53,1394.0,10,5,0.008
3169,V95706,173,0.005,0.032,4.55,0.6920000000000001,0.07,0.045,328,41,1353.0,8,4,0.005
3170,V95705,161,0.005,0.034,4.61,0.74,0.073,0.045,289,40,1350.0,8,3,0.004
3171,V95703,170,0.005,0.034,4.55,0.703,0.067,0.042,315,45,1347.0,8,4,0.006999999999999999
3172,V95702,162,0.005,0.039,4.56,0.588,0.062,0.043,339,48,1379.0,9,4,0.008
3173,V95701,165,0.005,0.045,4.55,0.57,0.06,0.042,383,52,1414.0,10,5,0.005
3174,V95700,163,0.005,0.045,4.52,0.484,0.052000000000000005,0.042,370,53,1330.0,9,5,0.01
3175,V95698,170,0.005,0.038,4.56,0.639,0.065,0.044000000000000004,407,50,1424.0,10,4,0.01
3176,V95697,163,0.005,0.03,4.55,1.038,0.091,0.045,332,47,1428.0,8,5,0.006
3177,V95696,162,0.005,0.032,4.55,0.852,0.07,0.044000000000000004,362,47,1483.0,10,4,0.005
3178,V95695,165,0.005,0.033,4.66,0.78,0.069,0.044000000000000004,584,82,1410.0,14,8,0.002
3179,V95694,165,0.005,0.025,4.54,0.99,0.091,0.045,272,40,1392.0,7,4,0.004
3180,V95693,167,0.005,0.027000000000000003,4.53,0.97,0.083,0.044000000000000004,282,39,1365.0,8,3,0.006
3181,V95692,163,0.005,0.028999999999999998,4.52,0.804,0.073,0.042,297,41,1323.0,8,4,0.005
3182,V95690,173,0.005,0.024,4.65,0.89,0.081,0.043,281,45,1449.0,8,4,0.004
3183,V95688,161,0.005,0.044000000000000004,4.63,0.48,0.049,0.042,521,86,1418.0,13,11,0.005
3184,V95686,166,0.005,0.032,4.55,0.852,0.07,0.044000000000000004,289,42,1313.0,7,4,0.005
3185,V95684,164,0.005,0.027999999999999997,4.57,0.818,0.075,0.047,298,42,1369.0,8,4,0.005
3186,V95683,162,0.005,0.051,4.55,0.53,0.049,0.040999999999999995,412,57,1391.0,11,6,0.008
3187,V95682,170,0.005,0.061,4.56,0.391,0.038,0.037000000000000005,666,106,1407.0,16,15,0.011000000000000001
3188,V95680,155,0.005,0.055999999999999994,4.54,0.33,0.032,0.037000000000000005,428,61,1384.0,11,6,0.012
3189,V95678,155,0.005,0.027999999999999997,4.61,0.72,0.073,0.046,299,40,1397.0,7,4,0.006999999999999999
3190,V95677,165,0.005,0.059000000000000004,4.46,0.32,0.036000000000000004,0.038,441,63,1344.0,11,6,0.012
3191,V95676,158,0.005,0.057,4.53,0.31,0.035,0.037000000000000005,687,91,1382.0,17,13,0.006999999999999999
3192,V95675,172,0.005,0.035,4.65,0.71,0.063,0.046,322,46,1415.0,8,4,0.006999999999999999
3193,V95674,158,0.005,0.027000000000000003,4.75,0.93,0.086,0.049,275,40,1390.0,7,4,0.008
3194,V95673,164,0.005,0.027000000000000003,4.62,1.056,0.091,0.048,473,74,1405.0,12,10,0.006
3195,V95672,163,0.005,0.031,4.62,0.91,0.092,0.05,303,42,1404.0,7,4,0.006
3196,V95671,160,0.005,0.035,4.6,0.619,0.062,0.045,322,46,1431.0,8,4,0.01
3197,V95669,164,0.005,0.033,4.59,0.516,0.062,0.046,313,51,1485.0,8,5,0.005
3198,V95668,159,0.005,0.023,4.49,1.172,0.102,0.05,266,37,1470.0,6,4,0.005
3199,V95667,167,0.005,0.017,4.56,1.383,0.114,0.053,368,25,1434.0,9,3,0.005
3200,V95666,162,0.005,0.031,4.62,0.581,0.065,0.046,299,41,1388.3496882179193,7,4,0.005
3201,V95665,158,0.005,0.045,4.54,0.389,0.047,0.040999999999999995,372,53,1550.0,9,5,0.01
3202,V95664,161,0.005,0.044000000000000004,4.58,0.521,0.048,0.04,519,81,1389.0,13,11,0.004
3203,V95663,165,0.005,0.04,4.64,0.515,0.055999999999999994,0.042,367,52,1336.0,9,5,0.008
3204,V95662,158,0.005,0.027999999999999997,4.63,0.625,0.07400000000000001,0.045,293,41,1365.0,7,4,0.005
3205,V95660,163,0.005,0.027000000000000003,4.65,1.0290000000000001,0.077,0.046,300,39,1403.0,8,4,0.006
3206,V95659,166,0.005,0.028999999999999998,4.64,0.9159999999999999,0.075,0.048,346,48,1388.3496882179193,9,5,0.006
3207,V95657,164,0.005,0.027000000000000003,4.56,0.769,0.076,0.048,279,39,1388.3496882179193,7,4,0.008
3208,V95656,161,0.005,0.025,4.56,0.7659999999999999,0.076,0.047,273,42,1388.3496882179193,7,4,0.006
3209,V95654,159,0.005,0.036000000000000004,4.57,0.823,0.078,0.043,323,45,1388.3496882179193,8,4,0.005
3210,V95651,152,0.005,0.034,4.62,0.659,0.068,0.043,307,43,1429.0,8,4,0.006999999999999999
3211,V95650,160,0.005,0.033,4.63,0.685,0.066,0.046,312,43,1384.0,8,4,0.005
3212,V95649,158,0.005,0.027000000000000003,4.65,0.599,0.067,0.046,275,39,1387.0,7,3,0.006999999999999999
3213,V95648,164,0.005,0.036000000000000004,4.62,0.6609999999999999,0.068,0.043,356,46,1388.3496882179193,9,8,0.009000000000000001
3214,V95646,161,0.005,0.03,4.6,0.92,0.083,0.048,297,49,1405.0,8,5,0.003
3215,V95644,160,0.005,0.032,4.54,0.74,0.078,0.045,362,50,1404.0,9,5,0.005
3216,V95643,161,0.005,0.026000000000000002,4.6,0.7879999999999999,0.08900000000000001,0.047,328,41,1374.0,8,7,0.008
3217,V95642,162,0.005,0.02,4.55,1.1,0.10300000000000001,0.051,250,41,1365.0,6,4,0.004
3218,V95640,155,0.005,0.027000000000000003,4.62,0.9079999999999999,0.087,0.046,288,39,1336.0,7,6,0.006999999999999999
3219,V95639,162,0.005,0.034,4.6,0.92,0.084,0.042,318,45,1335.0,8,4,0.006
3220,V95638,156,0.005,0.032,4.6,0.825,0.08,0.042,312,49,1364.0,8,5,0.006999999999999999
3221,V95637,163,0.005,0.032,4.55,0.619,0.067,0.042,307,45,1429.0,7,4,0.008
3222,V95635,160,0.005,0.031,4.61,0.95,0.086,0.040999999999999995,306,43,1369.0,8,5,0.005
3223,V95634,163,0.005,0.036000000000000004,4.59,0.75,0.077,0.040999999999999995,327,47,1388.3496882179193,8,4,0.005
3224,V95633,163,0.005,0.042,4.5,0.45899999999999996,0.055999999999999994,0.038,382,52,1348.0,9,5,0.004
3225,V95632,165,0.005,0.051,4.53,0.48,0.055,0.039,401,57,1421.0,10,6,0.008
3226,V95630,171,0.005,0.04,4.5,0.564,0.068,0.04,370,53,1408.0,9,5,0.004
3227,V95631,164,0.005,0.045,4.5,0.493,0.059000000000000004,0.038,331,54,1388.3496882179193,11,5,0.005
3228,V95629,166,0.005,0.039,4.55,0.743,0.076,0.040999999999999995,394,49,1403.0,9,4,0.004
3229,V95628,160,0.005,0.038,4.56,0.654,0.076,0.043,321,46,1388.3496882179193,8,4,0.004
3230,V95627,178,0.005,0.036000000000000004,4.58,0.61,0.076,0.042,369,53,1388.3496882179193,9,5,0.004
3231,V95621,166,0.005,0.032,4.55,0.495,0.064,0.04,308,43,1388.3496882179193,8,4,0.006
3232,V95620,162,0.005,0.031,4.52,0.617,0.07200000000000001,0.04,302,42,1388.3496882179193,8,4,0.005
3233,V95619,160,0.005,0.027000000000000003,4.54,1.0,0.091,0.040999999999999995,346,48,1384.0,9,0,0.003
3234,V95618,156,0.005,0.039,4.52,0.797,0.07200000000000001,0.035,340,47,1400.0,9,5,0.006
3235,V95617,157,0.005,0.032,4.59,0.659,0.073,0.043,310,45,1386.0,8,4,0.006999999999999999
3236,V95616,157,0.005,0.03,4.52,0.6559999999999999,0.07400000000000001,0.042,297,41,1394.0,8,4,0.006999999999999999
3237,V95615,162,0.005,0.039,4.58,0.956,0.08,0.037000000000000005,383,48,1385.0,9,5,0.009000000000000001
3238,V95614,162,0.005,0.033,4.52,0.846,0.087,0.04,318,44,1380.0,8,4,0.005
3239,V95613,165,0.005,0.03,4.54,0.8440000000000001,0.08900000000000001,0.043,297,42,1412.0,8,4,0.006999999999999999
3240,V95612,171,0.005,0.027000000000000003,4.55,0.7659999999999999,0.084,0.042,284,40,1419.0,7,4,0.006999999999999999
3241,V95609,180,0.005,0.027999999999999997,4.54,0.99,0.087,0.038,303,46,1318.0,7,5,0.006
3242,V95608,173,0.005,0.033,4.48,0.84,0.07400000000000001,0.040999999999999995,398,55,1388.3496882179193,10,6,0.003
3243,V95607,160,0.005,0.037000000000000005,4.58,0.586,0.057999999999999996,0.047,367,52,1388.3496882179193,11,9,0.008
3244,V95606,160,0.005,0.035,4.52,0.7,0.07,0.043,346,50,1423.0,8,5,0.005
3245,V95605,163,0.005,0.034,4.58,0.695,0.076,0.039,322,46,1447.0,8,5,0.008
3246,V95603,164,0.005,0.032,4.48,0.65,0.073,0.040999999999999995,352,43,1448.0,9,4,0.005
3247,V95602,162,0.005,0.034,4.51,0.617,0.068,0.039,320,45,1449.0,8,5,0.006
3248,V95601,165,0.005,0.03,4.54,0.7170000000000001,0.07200000000000001,0.042,551,0,1430.0,14,4,0.006
3249,V95599,176,0.005,0.038,4.58,0.5529999999999999,0.063,0.038,348,48,1423.0,9,5,0.009000000000000001
3250,V95597,159,0.005,0.037000000000000005,4.56,0.494,0.059000000000000004,0.037000000000000005,330,47,1358.0,8,5,0.009000000000000001
