,CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
1631,V97646,173,0.005,0.031,4.64,0.9940000000000001,0.1,0.045,294,42,1404.0,7,3,0.004
1632,V97645,163,0.005,0.038,4.66,0.8170000000000001,0.08900000000000001,0.043,339,48,1432.0,9,4,0.004
1633,V97644,163,0.005,0.039,4.63,0.8240000000000001,0.085,0.049,336,49,1420.0,8,5,0.006
1634,V97643,161,0.005,0.039,4.65,0.639,0.07400000000000001,0.05,339,49,1369.0,8,4,0.004
1635,V97642,164,0.005,0.042,4.6,0.897,0.091,0.049,358,51,1351.0,9,5,0.008
1636,V97641,166,0.005,0.03,4.64,0.907,0.091,0.046,296,43,1385.0,7,4,0.006
1637,V97640,162,0.005,0.035,4.62,0.8420000000000001,0.087,0.045,320,45,1357.0,8,4,0.006
1638,V97639,166,0.005,0.038,4.59,0.7490000000000001,0.075,0.047,336,47,1388.3496882179193,9,4,0.006999999999999999
1639,V97638,167,0.005,0.043,4.61,0.79,0.07400000000000001,0.049,359,50,1421.0,9,5,0.008
1640,V97635,161,0.005,0.042,4.54,0.815,0.07200000000000001,0.045,359,50,1429.0,9,5,0.006999999999999999
1641,V97636,162,0.005,0.031,4.62,0.878,0.095,0.047,322,51,1401.0,8,4,0.003
1642,V97634,165,0.005,0.042,4.42,0.685,0.064,0.044000000000000004,354,50,1373.0,9,4,0.009000000000000001
1643,V97632,176,0.005,0.044000000000000004,4.55,0.598,0.07,0.044000000000000004,374,58,1381.0,10,5,0.005
1644,V97631,163,0.005,0.042,4.53,0.655,0.07200000000000001,0.046,354,50,1464.0,9,4,0.005
1645,V97630,165,0.005,0.05,4.55,0.6679999999999999,0.07,0.046,370,66,1405.0,12,6,0.005
1646,V97629,160,0.005,0.053,4.42,0.597,0.063,0.045,406,57,1401.0,10,5,0.006
1647,V97628,166,0.005,0.054000000000000006,4.42,0.5760000000000001,0.055,0.040999999999999995,395,67,1392.0,13,9,0.011000000000000001
1648,V97627,167,0.005,0.07400000000000001,4.32,0.484,0.045,0.039,505,94,1383.0,13,9,0.008
1649,V97626,164,0.005,0.063,4.42,0.539,0.055,0.039,427,77,1365.0,15,9,0.008
1650,V97625,168,0.005,0.065,4.39,0.693,0.055,0.039,476,79,1359.0,12,7,0.009000000000000001
1651,V97623,169,0.005,0.055,4.45,0.75,0.048,0.039,392,61,1375.0,10,5,0.013999999999999999
1652,V97622,167,0.005,0.055999999999999994,4.48,0.696,0.062,0.040999999999999995,395,56,1373.0,12,5,0.01
1653,V97621,170,0.005,0.05,4.54,0.755,0.07200000000000001,0.043,370,62,1388.3496882179193,9,5,0.008
1654,V97619,165,0.005,0.078,4.4,0.775,0.057999999999999996,0.037000000000000005,524,86,1388.3496882179193,13,8,0.009000000000000001
1655,V97615,166,0.005,0.051,4.51,0.8079999999999999,0.071,0.040999999999999995,435,61,1327.0,12,7,0.006999999999999999
1656,V97614,165,0.005,0.051,4.38,1.2229999999999999,0.095,0.044000000000000004,399,56,1340.0,10,5,0.013999999999999999
1657,V97613,167,0.005,0.040999999999999995,4.52,1.4,0.10300000000000001,0.047,354,49,1386.0,10,6,0.005
1658,V97612,166,0.005,0.042,4.56,1.42,0.11199999999999999,0.045,354,51,1386.0,9,4,0.003
1659,V97611,161,0.005,0.08800000000000001,4.25,0.542,0.05,0.038,610,85,1322.0,16,10,0.004
1660,V97609,166,0.005,0.032,4.53,0.629,0.07200000000000001,0.045,310,45,1388.3496882179193,8,5,0.005
1661,V97608,171,0.005,0.035,4.52,0.575,0.068,0.045,323,45,1368.0,8,4,0.006
1662,V97607,158,0.005,0.055,4.55,0.767,0.075,0.04,424,61,1350.0,12,6,0.005
1663,V97605,165,0.008,0.045,4.54,0.812,0.07400000000000001,0.040999999999999995,352,49,1323.0,8,5,0.015
1664,V97604,150,0.008,0.057,4.46,0.711,0.075,0.04,406,57,1380.0,10,5,0.009000000000000001
1665,V97603,165,0.008,0.086,4.36,0.56,0.052000000000000005,0.036000000000000004,516,78,1365.0,14,7,0.015
1666,V97602,151,0.008,0.064,4.47,0.67,0.066,0.04,426,60,1353.0,11,5,0.011000000000000001
1667,V97599,172,0.008,0.063,4.58,0.44,0.054000000000000006,0.040999999999999995,421,61,1354.0,12,5,0.017
1668,V97597,167,0.008,0.057,4.55,0.507,0.053,0.04,453,61,1380.0,11,6,0.015
1669,V97596,177,0.008,0.087,4.54,0.503,0.04,0.036000000000000004,516,72,1393.0,13,6,0.013999999999999999
1670,V97595,164,0.008,0.04,4.56,0.5589999999999999,0.063,0.045,399,57,1384.0,11,5,0.006
1671,V97594,167,0.008,0.055,4.54,0.519,0.055,0.039,370,53,1347.0,9,5,0.013000000000000001
1672,V97593,166,0.008,0.055,4.55,0.534,0.055,0.040999999999999995,401,59,1358.0,11,6,0.013999999999999999
1673,V97592,176,0.008,0.027000000000000003,4.56,0.6,0.075,0.049,349,53,1397.0,10,5,0.004
1674,V97591,165,0.008,0.049,4.56,0.56,0.065,0.045,376,54,1379.0,9,5,0.01
1675,V97589,166,0.008,0.047,4.54,0.5429999999999999,0.068,0.043,373,54,1340.0,10,5,0.008
1676,V97588,168,0.008,0.084,4.48,0.519,0.042,0.036000000000000004,505,71,1353.0,12,6,0.02
1677,V97587,163,0.008,0.04,4.59,0.495,0.061,0.042,342,48,1343.0,10,5,0.006
1678,V97586,170,0.008,0.087,4.45,0.45,0.045,0.035,527,79,1354.0,15,7,0.012
1679,V97585,162,0.008,0.086,4.53,0.44,0.038,0.035,512,72,1368.0,11,6,0.024
1680,V97582,176,0.008,0.06,4.53,0.535,0.051,0.038,422,60,1348.0,12,5,0.013000000000000001
1681,V97584,176,0.008,0.071,4.5,0.44,0.039,0.036000000000000004,470,64,1341.0,12,6,0.01
1682,V97583,160,0.008,0.07,4.5,0.43200000000000005,0.04,0.037000000000000005,446,64,1401.0,13,6,0.016
1683,V97581,158,0.008,0.052000000000000005,4.57,0.6659999999999999,0.061,0.039,389,57,1344.0,9,5,0.006999999999999999
1684,V97580,160,0.008,0.055,4.56,0.691,0.062,0.038,398,58,1323.0,12,5,0.006999999999999999
1685,V97579,160,0.008,0.061,4.56,0.674,0.051,0.038,425,61,1327.0,12,5,0.01
1686,V97578,163,0.008,0.071,4.41,0.524,0.049,0.038,455,72,1331.0,11,6,0.01
1687,V97577,160,0.005,0.075,4.52,0.52,0.051,0.038,513,92,1336.0,15,9,0.006999999999999999
1688,V97576,163,0.005,0.032,4.6,0.9,0.08900000000000001,0.048,305,44,1394.0,9,4,0.006999999999999999
1689,V97575,177,0.005,0.035,4.552,0.8640000000000001,0.083,0.047,461,37,1364.0,11,3,0.004
1690,V97574,163,0.005,0.052000000000000005,4.54,0.7,0.061,0.039,380,67,1319.0,11,6,0.005
1691,V97573,170,0.005,0.061,4.37,0.726,0.055999999999999994,0.036000000000000004,421,87,1277.0,11,7,0.004
1692,V97571,165,0.005,0.053,4.5,0.642,0.067,0.043,402,60,1332.0,10,5,0.005
1693,V97570,164,0.005,0.045,4.56,0.6940000000000001,0.076,0.043,350,58,1344.0,10,5,0.004
1694,V97569,163,0.005,0.035,4.63,0.6940000000000001,0.081,0.049,320,45,1375.0,9,4,0.004
1695,V97568,169,0.005,0.036000000000000004,4.61,0.782,0.083,0.046,323,46,1401.0,8,4,0.006
1696,V97567,163,0.005,0.040999999999999995,4.58,0.9440000000000001,0.092,0.045,328,54,1416.0,9,5,0.004
1697,V97566,168,0.005,0.04,4.59,0.94,0.08900000000000001,0.047,344,49,1405.0,10,5,0.006
1698,V97565,165,0.005,0.039,4.64,0.917,0.085,0.048,335,47,1383.0,8,4,0.006
1699,V97564,172,0.005,0.055,4.55,0.595,0.064,0.042,410,59,1376.0,11,6,0.009000000000000001
1700,V97563,163,0.005,0.065,4.39,0.38799999999999996,0.042,0.039,445,87,1374.0,12,8,0.009000000000000001
1701,V97562,166,0.005,0.065,4.62,0.44799999999999995,0.046,0.039,466,71,1560.0,11,6,0.006999999999999999
1702,V97561,170,0.005,0.07200000000000001,4.32,0.48200000000000004,0.049,0.040999999999999995,514,74,1387.0,15,7,0.006
1703,V97558,162,0.005,0.038,4.54,0.8029999999999999,0.087,0.046,334,47,1366.0,9,4,0.004
1704,V97556,164,0.005,0.055,4.54,0.52,0.062,0.043,422,61,1423.0,10,5,0.011000000000000001
1705,V97555,169,0.005,0.053,4.52,0.66,0.07200000000000001,0.043,395,57,1417.0,11,5,0.008
